age,'workclass','fnlwgt','education','education-num','marital-status','occupation','relationship','race','sex','capital-gain','capital-loss','hours-per-week','native-country','income'
19,'Private',240686,'11th',7,'Never-married','Sales','Own-child','White','Female',0,0,25,'United-States','<=50K'
52,'Private',270142,'Assoc-voc',11,'Separated','Exec-managerial','Unmarried','Black','Female',0,0,60,'United-States','<=50K'
37,'State-gov',136137,'Some-college',10,'Separated','Adm-clerical','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
43,'Local-gov',125461,'Bachelors',13,'Never-married','Prof-specialty','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
25,'State-gov',129200,'Some-college',10,'Never-married','Transport-moving','Not-in-family','Black','Male',0,0,40,'United-States','<=50K'
38,'Private',296212,'Bachelors',13,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,45,'United-States','<=50K'
21,'Private',252253,'Some-college',10,'Never-married','Adm-clerical','Unmarried','Black','Female',0,0,40,'United-States','<=50K'
23,'Private',335067,'Bachelors',13,'Never-married','Sales','Not-in-family','White','Male',0,0,50,'United-States','<=50K'
37,'Private',210438,'11th',7,'Never-married','Handlers-cleaners','Not-in-family','Black','Male',0,0,40,'United-States','<=50K'
29,'Private',125976,'HS-grad',9,'Separated','Sales','Unmarried','White','Female',0,0,35,'United-States','<=50K'
61,'Private',339358,'5th-6th',3,'Married-civ-spouse','Farming-fishing','Other-relative','White','Female',0,0,45,'Mexico','<=50K'
77,'Private',232894,'9th',5,'Married-civ-spouse','Prof-specialty','Husband','Black','Male',0,0,40,'United-States','<=50K'
46,'State-gov',192323,'HS-grad',9,'Divorced','Exec-managerial','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
43,'Private',220589,'HS-grad',9,'Divorced','Exec-managerial','Unmarried','White','Female',0,0,40,'United-States','<=50K'
36,'Private',188834,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
49,'Private',185859,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,43,'United-States','<=50K'
39,'Private',67136,'Assoc-voc',11,'Separated','Adm-clerical','Not-in-family','Asian-Pac-Islander','Male',0,0,40,'United-States','<=50K'
31,'Private',143653,'Assoc-voc',11,'Married-civ-spouse','Sales','Husband','White','Male',0,0,50,'United-States','<=50K'
23,'State-gov',101094,'Some-college',10,'Never-married','Protective-serv','Own-child','White','Male',0,0,60,'United-States','<=50K'
51,'Self-emp-inc',195638,'Some-college',10,'Separated','Sales','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
32,'Private',218322,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
44,'Private',108438,'10th',6,'Separated','Machine-op-inspct','Unmarried','Black','Female',0,0,40,'United-States','<=50K'
43,'Private',184018,'Assoc-acdm',12,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,50,'United-States','<=50K'
70,'Self-emp-inc',232871,'Some-college',10,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,30,'United-States','<=50K'
25,'Private',190916,'HS-grad',9,'Never-married','Adm-clerical','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
39,'Private',75891,'Bachelors',13,'Divorced','Tech-support','Unmarried','White','Female',0,0,40,'United-States','<=50K'
45,'Private',34419,'Bachelors',13,'Never-married','Transport-moving','Not-in-family','White','Male',0,0,30,'United-States','<=50K'
24,'Private',107801,'HS-grad',9,'Never-married','Adm-clerical','Own-child','White','Female',0,0,40,'United-States','<=50K'
37,'Private',205339,'HS-grad',9,'Divorced','Craft-repair','Not-in-family','White','Male',0,0,49,'United-States','<=50K'
29,'Private',140830,'HS-grad',9,'Never-married','Other-service','Own-child','White','Female',0,0,40,'United-States','<=50K'
22,'Private',115244,'Assoc-acdm',12,'Married-civ-spouse','Prof-specialty','Wife','White','Female',0,0,40,'United-States','<=50K'
48,'Private',118831,'HS-grad',9,'Divorced','Handlers-cleaners','Unmarried','Asian-Pac-Islander','Female',0,0,40,'South','<=50K'
34,'Private',362787,'HS-grad',9,'Never-married','Prof-specialty','Unmarried','Black','Female',0,0,35,'United-States','<=50K'
23,'Private',189072,'Bachelors',13,'Never-married','Tech-support','Not-in-family','Black','Female',0,0,45,'United-States','<=50K'
29,'Private',145011,'Some-college',10,'Never-married','Craft-repair','Own-child','White','Male',0,0,40,'United-States','<=50K'
48,'Federal-gov',328606,'HS-grad',9,'Divorced','Handlers-cleaners','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
31,'Self-emp-not-inc',30290,'HS-grad',9,'Never-married','Other-service','Unmarried','White','Female',0,0,40,'United-States','<=50K'
26,'Private',333108,'HS-grad',9,'Divorced','Sales','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
45,'Private',197418,'Some-college',10,'Divorced','Adm-clerical','Not-in-family','White','Female',0,0,48,'United-States','<=50K'
24,'Private',233419,'HS-grad',9,'Divorced','Exec-managerial','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
22,'Private',203240,'10th',6,'Never-married','Adm-clerical','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
25,'Private',110138,'HS-grad',9,'Never-married','Other-service','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
30,'Local-gov',370990,'Masters',14,'Never-married','Prof-specialty','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
36,'Private',287658,'HS-grad',9,'Never-married','Adm-clerical','Own-child','Black','Male',0,0,40,'United-States','<=50K'
30,'Local-gov',364310,'Bachelors',13,'Never-married','Prof-specialty','Not-in-family','Black','Female',0,0,40,'Germany','<=50K'
35,'Private',238342,'HS-grad',9,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,40,'United-States','<=50K'
23,'Private',217169,'Bachelors',13,'Never-married','Adm-clerical','Own-child','White','Female',0,0,40,'United-States','<=50K'
35,'Private',222989,'HS-grad',9,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,30,'United-States','<=50K'
29,'Private',129856,'Assoc-voc',11,'Never-married','Adm-clerical','Own-child','White','Female',0,0,40,'United-States','<=50K'
43,'Private',128354,'HS-grad',9,'Divorced','Exec-managerial','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
35,'Private',208106,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,40,'Ecuador','<=50K'
66,'Self-emp-not-inc',212185,'7th-8th',4,'Married-civ-spouse','Farming-fishing','Husband','White','Male',0,0,48,'United-States','<=50K'
64,'State-gov',105748,'HS-grad',9,'Married-civ-spouse','Farming-fishing','Husband','White','Male',0,0,40,'United-States','<=50K'
38,'Private',227615,'1st-4th',2,'Married-civ-spouse','Handlers-cleaners','Husband','White','Male',0,0,40,'Mexico','<=50K'
40,'Self-emp-inc',142444,'Bachelors',13,'Never-married','Prof-specialty','Not-in-family','White','Female',0,0,45,'United-States','<=50K'
34,'Private',261418,'HS-grad',9,'Married-civ-spouse','Other-service','Husband','White','Male',0,0,40,'United-States','<=50K'
22,'Private',223019,'HS-grad',9,'Never-married','Adm-clerical','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
25,'Private',47353,'10th',6,'Married-civ-spouse','Other-service','Wife','White','Female',0,0,40,'United-States','<=50K'
32,'Private',198660,'Some-college',10,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
64,'Local-gov',50442,'9th',5,'Never-married','Adm-clerical','Other-relative','White','Male',0,0,40,'United-States','<=50K'
20,'Private',71475,'Some-college',10,'Never-married','Adm-clerical','Own-child','White','Female',0,0,40,'United-States','<=50K'
44,'Private',249332,'HS-grad',9,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,40,'Ecuador','<=50K'
38,'State-gov',149455,'HS-grad',9,'Never-married','Other-service','Unmarried','Black','Female',0,0,40,'United-States','<=50K'
27,'Private',29807,'HS-grad',9,'Separated','Handlers-cleaners','Unmarried','White','Female',0,0,40,'Japan','<=50K'
43,'Private',248094,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
61,'Private',203849,'Some-college',10,'Divorced','Prof-specialty','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
20,'Private',287681,'Some-college',10,'Never-married','Prof-specialty','Own-child','White','Male',0,0,36,'United-States','<=50K'
23,'Self-emp-not-inc',208503,'Some-college',10,'Divorced','Adm-clerical','Own-child','White','Male',0,0,40,'United-States','<=50K'
30,'State-gov',126414,'Bachelors',13,'Married-spouse-absent','Adm-clerical','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
35,'Private',73715,'11th',7,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
30,'Private',254905,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
32,'Private',124187,'9th',5,'Married-civ-spouse','Farming-fishing','Husband','Black','Male',0,0,40,'United-States','<=50K'
43,'Federal-gov',175669,'Some-college',10,'Married-civ-spouse','Adm-clerical','Wife','White','Female',0,0,40,'United-States','<=50K'
56,'Private',188166,'HS-grad',9,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,40,'United-States','<=50K'
59,'Private',144092,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
35,'Private',205852,'HS-grad',9,'Married-civ-spouse','Handlers-cleaners','Husband','White','Male',0,0,40,'United-States','<=50K'
43,'Local-gov',155106,'Assoc-voc',11,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,40,'United-States','<=50K'
31,'Private',300687,'HS-grad',9,'Never-married','Other-service','Not-in-family','Black','Male',0,0,40,'United-States','<=50K'
48,'Private',105138,'HS-grad',9,'Divorced','Exec-managerial','Unmarried','Asian-Pac-Islander','Female',0,0,40,'United-States','<=50K'
38,'Private',51838,'HS-grad',9,'Married-civ-spouse','Prof-specialty','Wife','White','Female',0,0,40,'United-States','<=50K'
23,'Private',275244,'HS-grad',9,'Never-married','Machine-op-inspct','Not-in-family','Black','Male',0,0,35,'United-States','<=50K'
27,'Private',225291,'Some-college',10,'Never-married','Adm-clerical','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
20,'Private',27337,'HS-grad',9,'Never-married','Handlers-cleaners','Own-child','Amer-Indian-Eskimo','Male',0,0,48,'United-States','<=50K'
45,'Private',198759,'Doctorate',16,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,60,'United-States','<=50K'
70,'Private',235781,'Some-college',10,'Divorced','Farming-fishing','Not-in-family','Asian-Pac-Islander','Male',0,0,40,'Vietnam','<=50K'
20,'Self-emp-not-inc',217404,'10th',6,'Never-married','Machine-op-inspct','Own-child','White','Male',0,0,40,'United-States','<=50K'
43,'Private',142030,'HS-grad',9,'Divorced','Prof-specialty','Unmarried','White','Female',0,0,40,'United-States','<=50K'
26,'Private',224361,'HS-grad',9,'Never-married','Exec-managerial','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
43,'Private',64631,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
36,'Local-gov',150309,'Assoc-voc',11,'Married-civ-spouse','Transport-moving','Husband','Amer-Indian-Eskimo','Male',0,0,40,'United-States','<=50K'
23,'Private',147548,'HS-grad',9,'Divorced','Other-service','Unmarried','White','Female',0,0,30,'United-States','<=50K'
44,'Private',150076,'HS-grad',9,'Never-married','Other-service','Not-in-family','White','Male',0,0,30,'United-States','<=50K'
57,'Private',308861,'Some-college',10,'Separated','Sales','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
23,'Private',267955,'Some-college',10,'Never-married','Sales','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
35,'Private',334999,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,45,'United-States','<=50K'
42,'Private',269028,'Doctorate',16,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,40,'France','<=50K'
54,'Local-gov',288825,'HS-grad',9,'Married-civ-spouse','Transport-moving','Husband','Black','Male',0,0,40,'United-States','<=50K'
26,'Private',55929,'Masters',14,'Never-married','Exec-managerial','Not-in-family','White','Female',0,0,48,'United-States','<=50K'
44,'Private',133853,'Some-college',10,'Divorced','Exec-managerial','Not-in-family','White','Female',0,0,50,'United-States','<=50K'
33,'Self-emp-not-inc',223046,'HS-grad',9,'Never-married','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
57,'State-gov',111224,'Bachelors',13,'Divorced','Machine-op-inspct','Not-in-family','Black','Male',0,0,39,'United-States','<=50K'
34,'Private',84119,'HS-grad',9,'Never-married','Craft-repair','Own-child','White','Male',0,0,40,'United-States','<=50K'
19,'Private',232392,'HS-grad',9,'Never-married','Other-service','Other-relative','White','Female',0,0,40,'United-States','<=50K'
34,'Private',318886,'HS-grad',9,'Married-civ-spouse','Farming-fishing','Husband','Black','Male',0,0,40,'United-States','<=50K'
28,'Private',286452,'10th',6,'Never-married','Machine-op-inspct','Unmarried','White','Female',0,0,40,'United-States','<=50K'
55,'Private',276229,'HS-grad',9,'Widowed','Sales','Not-in-family','White','Female',0,0,38,'United-States','<=50K'
49,'Private',97411,'7th-8th',4,'Never-married','Machine-op-inspct','Not-in-family','Asian-Pac-Islander','Male',0,0,45,'Laos','<=50K'
57,'Private',197642,'Some-college',10,'Widowed','Other-service','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
27,'Local-gov',29174,'Bachelors',13,'Never-married','Prof-specialty','Unmarried','White','Female',0,0,40,'United-States','<=50K'
60,'Federal-gov',129379,'Some-college',10,'Married-civ-spouse','Tech-support','Husband','White','Male',0,0,40,'United-States','<=50K'
22,'Private',318915,'HS-grad',9,'Never-married','Other-service','Unmarried','White','Female',0,0,40,'United-States','<=50K'
35,'Private',259846,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,55,'United-States','<=50K'
20,'Private',293297,'Some-college',10,'Never-married','Other-service','Own-child','White','Male',0,0,35,'United-States','<=50K'
23,'Local-gov',247731,'HS-grad',9,'Divorced','Adm-clerical','Own-child','White','Female',0,0,40,'Cuba','<=50K'
55,'Private',148773,'10th',6,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
24,'Private',281221,'Bachelors',13,'Never-married','Adm-clerical','Other-relative','Asian-Pac-Islander','Female',0,0,40,'Taiwan','<=50K'
43,'Federal-gov',263502,'HS-grad',9,'Divorced','Adm-clerical','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
32,'Private',50178,'Some-college',10,'Never-married','Sales','Own-child','White','Male',0,0,35,'United-States','<=50K'
38,'Private',114079,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,44,'United-States','<=50K'
54,'Private',198546,'Masters',14,'Widowed','Adm-clerical','Unmarried','White','Female',0,0,38,'United-States','<=50K'
42,'Private',177989,'HS-grad',9,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,40,'United-States','<=50K'
30,'Private',186346,'Bachelors',13,'Never-married','Exec-managerial','Not-in-family','White','Female',0,0,50,'United-States','<=50K'
48,'Private',208748,'5th-6th',3,'Divorced','Machine-op-inspct','Unmarried','Other','Female',0,0,40,'Dominican-Republic','<=50K'
18,'State-gov',389147,'HS-grad',9,'Never-married','Sales','Not-in-family','Black','Female',0,0,30,'United-States','<=50K'
31,'Private',262024,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Husband','Black','Male',0,0,40,'United-States','<=50K'
31,'Private',193650,'11th',7,'Divorced','Other-service','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
24,'Private',462820,'Bachelors',13,'Never-married','Farming-fishing','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
28,'Private',171133,'Assoc-voc',11,'Never-married','Adm-clerical','Own-child','White','Female',0,0,40,'United-States','<=50K'
20,'Private',185554,'Some-college',10,'Never-married','Adm-clerical','Own-child','White','Female',0,0,25,'United-States','<=50K'
35,'Private',287658,'Assoc-acdm',12,'Never-married','Transport-moving','Not-in-family','Black','Male',0,0,30,'Jamaica','<=50K'
49,'Self-emp-not-inc',171540,'Some-college',10,'Married-civ-spouse','Farming-fishing','Husband','White','Male',0,0,60,'United-States','<=50K'
32,'Federal-gov',72338,'Assoc-voc',11,'Never-married','Prof-specialty','Other-relative','Asian-Pac-Islander','Male',0,0,40,'United-States','<=50K'
31,'State-gov',161631,'Some-college',10,'Divorced','Adm-clerical','Unmarried','White','Female',0,0,40,'United-States','<=50K'
21,'Private',165475,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
32,'Private',98656,'Masters',14,'Never-married','Exec-managerial','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
23,'Private',181820,'HS-grad',9,'Separated','Craft-repair','Own-child','White','Male',0,0,53,'United-States','<=50K'
41,'Private',77937,'12th',8,'Divorced','Prof-specialty','Not-in-family','White','Female',0,0,40,'Canada','<=50K'
42,'Private',112181,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Wife','White','Female',0,0,40,'United-States','<=50K'
20,'Private',216811,'Some-college',10,'Never-married','Sales','Own-child','White','Female',0,0,40,'United-States','<=50K'
61,'Private',171429,'11th',7,'Divorced','Other-service','Unmarried','White','Female',0,0,36,'United-States','<=50K'
22,'Private',136767,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,30,'United-States','<=50K'
28,'Private',214702,'Bachelors',13,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,60,'United-States','<=50K'
63,'Private',172740,'Some-college',10,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,40,'United-States','<=50K'
31,'Local-gov',94991,'HS-grad',9,'Divorced','Other-service','Unmarried','Amer-Indian-Eskimo','Male',0,0,40,'United-States','<=50K'
44,'Private',152150,'Assoc-acdm',12,'Separated','Exec-managerial','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
20,'Private',190429,'Some-college',10,'Never-married','Other-service','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
39,'Self-emp-inc',186934,'Bachelors',13,'Married-spouse-absent','Sales','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
50,'Local-gov',163921,'7th-8th',4,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,40,'United-States','<=50K'
25,'Private',197303,'Bachelors',13,'Never-married','Prof-specialty','Own-child','White','Female',0,0,40,'United-States','<=50K'
35,'Private',87556,'HS-grad',9,'Divorced','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
28,'Private',162404,'Bachelors',13,'Never-married','Craft-repair','Not-in-family','Black','Male',0,0,60,'United-States','<=50K'
46,'Private',225065,'Preschool',1,'Married-civ-spouse','Machine-op-inspct','Wife','White','Female',0,0,40,'Mexico','<=50K'
41,'Private',188307,'HS-grad',9,'Divorced','Craft-repair','Unmarried','White','Female',0,0,40,'United-States','<=50K'
28,'Private',328518,'Bachelors',13,'Never-married','Adm-clerical','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
34,'Private',62374,'HS-grad',9,'Never-married','Craft-repair','Not-in-family','White','Male',0,0,48,'United-States','<=50K'
19,'Private',143360,'HS-grad',9,'Never-married','Machine-op-inspct','Own-child','White','Female',0,0,34,'United-States','<=50K'
32,'Private',137076,'Some-college',10,'Married-civ-spouse','Sales','Husband','White','Male',0,0,40,'United-States','<=50K'
23,'Private',132300,'Bachelors',13,'Never-married','Sales','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
29,'Private',315026,'HS-grad',9,'Divorced','Prof-specialty','Unmarried','White','Female',0,0,40,'United-States','<=50K'
75,'Private',128224,'5th-6th',3,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,25,'United-States','<=50K'
55,'Private',179534,'11th',7,'Widowed','Handlers-cleaners','Unmarried','White','Female',0,0,40,'United-States','<=50K'
27,'Private',107218,'HS-grad',9,'Never-married','Other-service','Own-child','Asian-Pac-Islander','Male',0,0,40,'United-States','<=50K'
36,'Private',102945,'Assoc-voc',11,'Divorced','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
25,'Private',178478,'Bachelors',13,'Never-married','Tech-support','Own-child','White','Female',0,0,40,'United-States','<=50K'
42,'Private',203542,'HS-grad',9,'Never-married','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
46,'Private',234690,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,40,'United-States','<=50K'
36,'Local-gov',178222,'Bachelors',13,'Divorced','Prof-specialty','Not-in-family','White','Female',0,0,60,'United-States','<=50K'
69,'Self-emp-not-inc',107548,'9th',5,'Married-civ-spouse','Adm-clerical','Husband','White','Male',0,0,40,'United-States','<=50K'
37,'Private',105803,'HS-grad',9,'Married-civ-spouse','Handlers-cleaners','Husband','White','Male',0,0,40,'United-States','<=50K'
21,'Private',221418,'HS-grad',9,'Never-married','Other-service','Own-child','White','Female',0,0,40,'United-States','<=50K'
21,'Private',270043,'10th',6,'Never-married','Prof-specialty','Unmarried','White','Female',0,0,30,'United-States','<=50K'
37,'Private',126675,'Some-college',10,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,57,'United-States','<=50K'
41,'State-gov',70884,'HS-grad',9,'Married-civ-spouse','Tech-support','Husband','White','Male',0,0,40,'United-States','<=50K'
25,'Private',172581,'Bachelors',13,'Never-married','Prof-specialty','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
43,'Private',342567,'Bachelors',13,'Married-spouse-absent','Adm-clerical','Unmarried','White','Female',0,0,40,'United-States','<=50K'
18,'Private',279288,'10th',6,'Never-married','Prof-specialty','Other-relative','White','Female',0,0,30,'United-States','<=50K'
36,'Private',369843,'HS-grad',9,'Married-civ-spouse','Other-service','Husband','White','Male',0,0,50,'United-States','<=50K'
30,'Private',172403,'HS-grad',9,'Divorced','Craft-repair','Not-in-family','White','Male',0,0,30,'United-States','<=50K'
40,'Private',439919,'9th',5,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'Mexico','<=50K'
42,'Private',209392,'HS-grad',9,'Divorced','Protective-serv','Not-in-family','Black','Male',0,0,35,'United-States','<=50K'
47,'Private',120131,'HS-grad',9,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,40,'United-States','<=50K'
54,'Private',320196,'Some-college',10,'Divorced','Exec-managerial','Unmarried','White','Female',0,0,40,'Germany','<=50K'
39,'Private',114079,'Assoc-acdm',12,'Never-married','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
38,'Private',254114,'Some-college',10,'Married-spouse-absent','Prof-specialty','Own-child','Black','Female',0,0,40,'United-States','<=50K'
63,'Private',339473,'Some-college',10,'Divorced','Sales','Not-in-family','White','Female',0,0,60,'United-States','<=50K'
56,'Self-emp-not-inc',51662,'11th',7,'Married-civ-spouse','Other-service','Wife','White','Female',0,0,40,'United-States','<=50K'
26,'Private',147821,'Bachelors',13,'Never-married','Sales','Own-child','White','Female',0,0,45,'United-States','<=50K'
54,'Private',187221,'7th-8th',4,'Never-married','Prof-specialty','Not-in-family','White','Female',0,0,25,'United-States','<=50K'
22,'Private',129934,'Some-college',10,'Never-married','Adm-clerical','Not-in-family','Asian-Pac-Islander','Male',0,0,40,'United-States','<=50K'
25,'State-gov',156848,'HS-grad',9,'Married-civ-spouse','Protective-serv','Own-child','White','Male',0,0,35,'United-States','<=50K'
57,'Private',122497,'9th',5,'Widowed','Other-service','Unmarried','Black','Male',0,0,52,'United-States','<=50K'
36,'Private',177616,'5th-6th',3,'Separated','Machine-op-inspct','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
62,'Local-gov',208266,'Assoc-voc',11,'Divorced','Adm-clerical','Not-in-family','Black','Female',0,0,40,'United-States','<=50K'
51,'Self-emp-inc',129525,'HS-grad',9,'Never-married','Sales','Other-relative','White','Male',0,0,40,'United-States','<=50K'
25,'Private',55718,'Some-college',10,'Never-married','Tech-support','Own-child','White','Male',0,0,25,'United-States','<=50K'
59,'Private',236731,'7th-8th',4,'Married-civ-spouse','Protective-serv','Husband','White','Male',0,0,40,'Puerto-Rico','<=50K'
21,'State-gov',129345,'Some-college',10,'Never-married','Protective-serv','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
27,'Private',174419,'Bachelors',13,'Never-married','Prof-specialty','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
33,'Self-emp-inc',128016,'HS-grad',9,'Widowed','Sales','Unmarried','White','Female',0,0,40,'United-States','<=50K'
46,'Federal-gov',325573,'HS-grad',9,'Never-married','Handlers-cleaners','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
45,'Private',338105,'Some-college',10,'Married-civ-spouse','Craft-repair','Husband','Asian-Pac-Islander','Male',0,0,40,'Vietnam','<=50K'
28,'Private',410351,'Some-college',10,'Married-civ-spouse','Farming-fishing','Husband','White','Male',0,0,40,'United-States','<=50K'
28,'Private',53063,'Bachelors',13,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,45,'United-States','<=50K'
32,'Private',209432,'HS-grad',9,'Never-married','Handlers-cleaners','Own-child','White','Female',0,0,40,'United-States','<=50K'
51,'Local-gov',319054,'HS-grad',9,'Married-civ-spouse','Transport-moving','Husband','Black','Male',0,0,60,'United-States','<=50K'
48,'Self-emp-not-inc',309895,'Some-college',10,'Divorced','Handlers-cleaners','Own-child','White','Female',0,0,40,'United-States','<=50K'
43,'Private',84661,'Assoc-voc',11,'Married-civ-spouse','Sales','Husband','White','Male',0,0,45,'United-States','<=50K'
35,'Private',342768,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
20,'Private',137300,'HS-grad',9,'Never-married','Prof-specialty','Other-relative','White','Female',0,0,35,'United-States','<=50K'
38,'Private',202683,'HS-grad',9,'Never-married','Adm-clerical','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
58,'Self-emp-not-inc',141165,'HS-grad',9,'Married-civ-spouse','Farming-fishing','Husband','White','Male',0,0,50,'United-States','<=50K'
68,'Local-gov',31725,'HS-grad',9,'Married-civ-spouse','Farming-fishing','Husband','White','Male',0,0,40,'United-States','<=50K'
55,'Local-gov',133201,'Masters',14,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,50,'United-States','<=50K'
19,'Private',344414,'Some-college',10,'Never-married','Transport-moving','Own-child','White','Male',0,0,40,'United-States','<=50K'
39,'Self-emp-not-inc',68781,'HS-grad',9,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,40,'United-States','<=50K'
27,'Federal-gov',128059,'Some-college',10,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,50,'United-States','<=50K'
39,'Private',188540,'HS-grad',9,'Divorced','Exec-managerial','Not-in-family','White','Male',0,0,45,'United-States','<=50K'
28,'Private',129624,'HS-grad',9,'Never-married','Handlers-cleaners','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
38,'Self-emp-not-inc',200153,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,60,'United-States','<=50K'
31,'Private',266126,'HS-grad',9,'Never-married','Other-service','Not-in-family','White','Female',0,0,30,'United-States','<=50K'
32,'Private',119522,'Bachelors',13,'Divorced','Prof-specialty','Not-in-family','White','Male',0,0,50,'United-States','<=50K'
25,'Private',280093,'11th',7,'Married-spouse-absent','Handlers-cleaners','Not-in-family','White','Male',0,0,40,'Mexico','<=50K'
27,'Private',386040,'Assoc-voc',11,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'Mexico','<=50K'
27,'Self-emp-not-inc',66473,'Bachelors',13,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,50,'United-States','<=50K'
